Iteration,Metric,Min,Avg,Std,Max
0,Susceptible,0.94,0.94,0.0,0.94
0,Infected,0.05,0.05,0.0,0.05
0,Recovered_Immune,0.01,0.01,0.0,0.01
0,Death,0.0,0.0,0.0,0.0
0,Exposed,0.0,0.0,0.0,0.0
0,Infectious,0.04,0.04,0.0,0.04
0,Hospitalization,0.01,0.01,0.0,0.01
0,Severe,0.0,0.0,0.0,0.0
0,Q1,646.1026226107842,683.9756292171692,37.87300660638488,721.848635823554
0,Q2,1288.0851874685143,1292.0393743379486,3.9541868694342384,1295.9935612073828
0,Q3,2109.113656048638,2148.815951806523,39.70229575788494,2188.518247564408
0,Q4,3144.7346292005655,3320.7146511963383,175.98002199577263,3496.6946731921107
0,Q5,8022.684463122253,8859.061219638,836.3767565157482,9695.43797615375
0,Stat_R,0.0,0.0,0.0,0.0
1,Susceptible,0.94,0.94,0.0,0.94
1,Infected,0.05,0.05,0.0,0.05
1,Recovered_Immune,0.01,0.01,0.0,0.01
1,Death,0.0,0.0,0.0,0.0
1,Exposed,0.0,0.0,0.0,0.0
1,Infectious,0.028,0.0285,0.0005000000000000004,0.029
1,Hospitalization,0.018,0.0185,0.0005000000000000004,0.019
1,Severe,0.002,0.003,0.001,0.004
1,Q1,898.8445623219261,961.0363205133888,62.19175819146267,1023.2280787048514
1,Q2,1741.9003898514607,1754.9085461854627,13.008156334002024,1767.9167025194647
1,Q3,2948.6991157265948,2960.29972265232,11.60060692572506,2971.900329578045
1,Q4,4187.524958617736,4486.867607097397,299.34264847966097,4786.210255577058
1,Q5,11216.62750984007,12450.869752848215,1234.242243008146,13685.111995856361
1,Stat_R,0.0,0.0,0.0,0.0
2,Susceptible,0.927,0.9315,0.004500000000000004,0.936
2,Infected,0.054,0.058499999999999996,0.0045000000000000005,0.063
2,Recovered_Immune,0.01,0.01,0.0,0.01
2,Death,0.0,0.0,0.0,0.0
2,Exposed,0.004,0.0085,0.0045,0.013
2,Infectious,0.023,0.0235,0.0005000000000000004,0.024
2,Hospitalization,0.019,0.019,0.0,0.019
2,Severe,0.007,0.0075,0.0005,0.008
2,Q1,953.11373660861,1036.6148247893884,83.50108818077854,1120.115912970167
2,Q2,1879.0852201498608,1989.6935080224061,110.60828787254525,2100.3017958949513
2,Q3,3274.1629875696904,3376.4906375178407,102.32764994815011,3478.8182874659906
2,Q4,4954.38431627052,5133.973814243799,179.58949797327932,5313.563312217078
2,Q5,13101.654712403604,14190.531930149788,1088.8772177461833,15279.40914789597
2,Stat_R,0.004,0.0085,0.0045,0.013
3,Susceptible,0.925,0.929,0.0040000000000000036,0.933
3,Infected,0.057,0.061,0.004,0.065
